Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=CO
80206,CO,3.14,22861,07/24/2008,,
80249,CO,2000,13000000,08/19/2008,,
80003,CO,5.52,,02/18/2009,,
80503,CO,3.024,23035,06/18/2009,,
80227,CO,3.01,,01/30/2008,,
80238,CO,4.6,,01/05/2010,,
80302,CO,8.4,,11/05/2009,,
81423,CO,1.05,11585,06/18/2009,,
80027,CO,6.15,,10/20/2008,,
80302,CO,4.14,,10/30/2008,,
80501,CO,3.6,25423,08/12/2008,,
80007,CO,6.08,,05/12/2009,,
80524,CO,2.8,19950,06/15/2009,,
80220,CO,4.1,,05/16/2008,,
81506,CO,6.48,48600,03/05/2007,,
80439,CO,4.26,27829,05/14/2009,,
80111,CO,6.67,39130,03/31/2009,,
80526,CO,2,16543,06/16/2009,,
80007,CO,9.2,,09/25/2008,,
81432,CO,1.575,16886.42,06/17/2009,,
81650,CO,1727,,01/01/2009,,
80523,CO,12.6,75000,08/14/2009,,
80521,CO,2.1,18687,01/29/2009,,
80123,CO,5.04,35839,12/14/2009,,
80526,CO,4.7,34950,05/14/2009,,
80238,CO,3.15,19931,06/22/2009,,
80238,CO,2.28,,08/11/2008,,
80521,CO,2.6,15785,01/29/2009,,
80238,CO,2.25,,02/04/2009,,
80110,CO,2.59,20947,10/24/2008,,
80454,CO,9.94,69930,12/30/2008,,
81432,CO,2.16,23700,01/03/2009,,
81423,CO,0.35,4398,06/22/2009,,
80113,CO,1.84,,02/13/2009,,
80023,CO,3.6,,09/05/2008,,
80304,CO,4.72,,10/19/2009,,
80128,CO,7.56,,03/18/2009,,
80013,CO,6.3,37991,07/23/2009,,
80204,CO,9.2,90000,08/30/2009,,
81401,CO,4.32,27578.13,06/20/2008,,
80301,CO,5.88,,07/29/2009,,
81435,CO,2.04,21600,12/08/2009,,
80126,CO,6.44,,09/02/2009,,
80205,CO,9.66,,08/18/2008,,
81222,CO,3.15,24957.84,05/21/2009,,
80466,CO,4.92,,04/17/2008,,
80303,CO,5.54,,07/21/2008,,
80401,CO,6.171,49300,06/25/2007,,
80303,CO,5.4,,09/21/2009,,
80023,CO,2.1,10233.32,08/18/2008,,
80301,CO,6.3,,01/20/2009,,
81211,CO,2.15,13268.28,04/07/2009,,
80302,CO,4.3,,06/08/2009,,
81432,CO,0.7,10552.44,09/09/2008,,
80534,CO,4.2,24903,11/09/2009,,
80027,CO,4.5,,01/05/2009,,
80305,CO,6.45,,12/22/2009,,
80112,CO,3.15,,01/08/2009,,
81125,CO,2.464,15876.91,05/28/2009,,
80018,CO,6.3,36575,12/31/2009,,
80304,CO,1.68,,12/17/2008,,
80302,CO,6.75,,06/23/2009,,
80026,CO,6.75,,09/02/2008,,
80301,CO,6.88,,07/30/2009,,
80503,CO,3.02,23035,04/03/2009,,
81648,CO,5.04,58941.39,06/19/2009,,
80027,CO,5.67,,09/08/2009,,
80223,CO,2.24,14118,11/03/2009,,
81403,CO,10,80060,09/26/2008,,
80113,CO,8.1,,07/28/2008,,
81521,CO,3,25500,09/30/2008,,
80304,CO,2.38,,07/21/2008,,
80230,CO,2,,06/10/2008,,
80304,CO,9.89,,01/19/2010,,
80210,CO,3.675,29000,12/03/2009,,
80022,CO,3.01,,11/10/2008,,
80230,CO,3.15,,09/09/2008,,
80301,CO,6.21,,05/14/2008,,
80503,CO,4.6,,02/04/2009,,
80302,CO,4.6,,02/18/2009,,
80236,CO,3.89,29422,06/03/2009,,
80027,CO,5.98,,01/11/2010,,
80230,CO,4.05,,12/09/2009,,
81432,CO,3.36,28142.96,06/17/2009,,
80303,CO,7.56,,12/29/2008,,
80027,CO,3.15,,08/22/2008,,
80013,CO,2.77,,03/31/2009,,
80112,CO,2.38,,03/31/2009,,
80027,CO,5.75,37307,11/19/2009,,
80027,CO,2.94,,05/28/2008,,
80202,CO,99.98,,03/31/2008,,
80466,CO,6.3,37764,01/27/2010,,
80302,CO,9.66,,06/09/2008,,
80304,CO,7.36,,02/20/2009,,
81131,CO,3.12,33000,03/26/2009,,
80020,CO,5.08,35957,03/17/2009,,
80111,CO,4.5,,10/28/2008,,
80205,CO,3.85,26346,06/25/2009,,
80016,CO,7.39,44779,11/03/2009,,
81427,CO,3.69,27678.56,05/07/2009,,
80238,CO,5.28,,06/16/2009,,
80127,CO,7.36,,11/17/2009,,
80302,CO,3.56,,09/28/2009,,
80026,CO,3.15,,10/03/2008,,
81423,CO,3.36,27431.76,04/12/2009,,
80238,CO,3.52,,12/18/2008,,
80274,CO,22.68,,11/16/2009,,
80121,CO,3,27252,01/11/2009,,
80226,CO,4.14,,08/31/2009,,
80123,CO,5.67,35172,11/08/2009,,
80302,CO,4.14,,06/26/2008,,
80302,CO,9.84,61683,09/12/2009,,
80304,CO,2.97,,03/16/2009,,
80401,CO,3.87,,01/07/2009,,
80302,CO,5.81,,05/05/2008,,
80129,CO,6.84,55293,03/10/2009,,
80249,CO,1600,,12/20/2009,,
80403,CO,3.6,,05/29/2008,,
81427,CO,4,34650.79,02/24/2009,,
80550,CO,6.336,43069,06/19/2009,,
80516,CO,5.04,,08/18/2009,,
80304,CO,6.15,,09/15/2008,,
80304,CO,6.75,,01/13/2009,,
81403,CO,2,14500,08/11/2008,,
80205,CO,100,720000,06/12/2008,,
80230,CO,5.94,,10/09/2009,,
80303,CO,9.63,,04/11/2008,,
80525,CO,2.6,20625,04/22/2009,,
80303,CO,4.6,,11/03/2008,,
80501,CO,2.97,21635,02/17/2009,,
80305,CO,4.14,,12/05/2008,,
80305,CO,5.46,,01/22/2010,,
80027,CO,4.36,,10/28/2008,,
80121,CO,9.66,,08/20/2009,,
80403,CO,4.2,32575,03/06/2009,,
80921,CO,3.15,23773.38,05/20/2009,,
80528,CO,2.11,18376,11/19/2008,,
80249,CO,4.73,26613,06/30/2009,,
81503,CO,4.56,34200,05/06/2007,,
80222,CO,5.4,,11/26/2008,,
80027,CO,2.4,25400,10/16/2007,,
80304,CO,4.5,,08/17/2009,,
80228,CO,9.89,,09/09/2008,,
80503,CO,4.6,,11/12/2008,,
80220,CO,4.68,,01/03/2008,,
80027,CO,3.69,,07/16/2008,,
81428,CO,1.52,13439,08/22/2008,,
80215,CO,5.52,,11/03/2008,,
80401,CO,4.48,30809,09/14/2008,,
80523,CO,18.9,129475,06/19/2009,,
80302,CO,5.88,39150.91,06/26/2009,,
80535,CO,4.41,30717,11/04/2009,,
80230,CO,3.15,,12/24/2008,,
80523,CO,2000,,01/22/2010,,
80301,CO,5.52,,03/13/2009,,
80304,CO,2.25,,08/24/2009,,
81424,CO,3,20806.14,06/03/2009,,
80247,CO,3.15,,09/29/2008,,
80501,CO,4.305,36645,03/02/2009,,
80302,CO,7.56,,03/20/2008,,
80301,CO,5.38,33648,08/18/2009,,
80301,CO,9.66,,12/11/2009,,
81236,CO,2.87,23975.35,04/30/2009,,
80238,CO,4.5,,12/01/2008,,
80211,CO,3.22,,11/06/2008,,
80302,CO,4.6,,07/02/2009,,
80128,CO,4.32,28080,06/29/2009,,
81643,CO,3.15,29350,09/30/2008,,
80027,CO,4.75,,03/09/2009,,
80238,CO,5.04,,07/02/2009,,
80215,CO,4.2,,10/12/2009,,
80209,CO,6.08,,06/02/2009,,
81223,CO,1.792,14343.97,10/10/2008,,
80439,CO,4.03,26093,08/20/2009,,
80027,CO,3.15,,08/21/2008,,
80027,CO,3.15,,09/11/2008,,
80205,CO,6.08,,11/26/2008,,
80229,CO,7,40699,01/27/2010,,
80303,CO,4.2,33195,03/11/2009,,
81101,CO,596,,01/01/2008,,
80246,CO,3.15,23033,06/05/2009,,
80027,CO,4.48,28489,08/27/2009,,
80301,CO,5.52,,07/16/2009,,
81131,CO,1.05,14400,05/15/2009,,
80231,CO,4.2,,08/31/2009,,
80602,CO,8.4,47975,02/27/2010,,
80238,CO,2.38,,08/25/2009,,
81428,CO,2.15,20167,10/28/2008,,
80027,CO,2.94,,07/08/2008,,
80303,CO,4.6,,10/08/2008,,
80227,CO,7.56,,02/26/2009,,
80401,CO,1.53,,08/29/2008,,
81523,CO,3.22,29658,08/31/2008,,
80005,CO,8.1,,07/27/2009,,
80439,CO,9.98,73096,04/07/2009,,
80517,CO,4.05,,01/04/2010,,
80301,CO,6.45,,04/29/2008,,
80302,CO,1.38,,12/10/2008,,
81401,CO,2.1,18000,12/01/2008,,
81131,CO,3.2,21021.04,05/28/2009,,
80124,CO,7.36,,01/28/2009,,
80439,CO,3.89,39392,12/22/2008,,
80545,CO,3.85,26507.46,06/19/2009,,
80403,CO,9.2,,11/18/2008,,
80538,CO,1.6,25000,08/01/1999,,
80303,CO,5.67,,07/06/2009,,
80124,CO,5.52,33127,10/08/2009,,
81601,CO,5.4,41040,05/20/2009,,
80227,CO,7.78,48494,04/27/2009,,
80014,CO,6.9,,02/02/2009,,
80238,CO,2.24,,09/05/2008,,
80027,CO,3.15,,10/20/2009,,
80129,CO,8.28,,09/09/2009,,
80303,CO,9.66,58872,06/03/2009,,
81527,CO,4,36259,07/20/2008,,
81432,CO,2.4,19217.96,06/01/2009,,
80004,CO,5.52,32037,12/31/2009,,
80220,CO,5.67,,09/18/2009,,
80302,CO,7.2,,05/08/2008,,
80220,CO,3.36,20135,09/17/2009,,
80304,CO,2.88,,01/29/2009,,
80302,CO,7.56,,10/14/2009,,
80229,CO,5.88,,02/18/2009,,
80304,CO,3.68,,10/06/2008,,
81601,CO,5.04,35550,05/11/2009,,
80303,CO,9.84,,10/03/2008,,
80020,CO,6.72,,07/25/2008,,
80026,CO,9.45,,04/20/2009,,
80027,CO,8.1,,07/06/2009,,
80305,CO,7.2,,11/10/2008,,
80228,CO,6.21,,04/21/2009,,
80113,CO,4.26,29904,08/26/2009,,
80526,CO,3.96,30089,03/31/2009,,
80304,CO,8.97,39647,03/12/2010,,
80238,CO,3.6,,09/29/2008,,
80304,CO,4.75,,04/09/2009,,
80031,CO,2.94,,02/28/2008,,
80020,CO,4.92,,06/06/2008,,
80206,CO,5.4,,12/22/2008,,
80209,CO,4.5,,02/23/2009,,
80128,CO,2.46,17844,05/13/2009,,
80303,CO,3.78,,10/16/2009,,
80304,CO,9.84,,03/26/2008,,
80228,CO,5.01,,01/07/2008,,
80401,CO,3.12,26317,08/10/2009,,
80305,CO,4.3,,10/01/2007,,
80305,CO,5.6,,06/01/2007,,
80304,CO,4,,04/01/2007,,
80112,CO,498.0,,05/17/2011,,
81650,CO,2300.0,,01/13/2009,,
80920,CO,6000.0,18300000,07/01/2011,,
81101,CO,19000.0,,03/17/2011,,
80521,CO,5300.0,,12/01/2010,,
80249,CO,4400.0,,07/28/2011,,
81146,CO,38000.0,,12/01/2011,,
81001,CO,1000.0,,01/12/2009,,
80215,CO,1190.0,6900000.0,07/15/2008,,
80501,CO,4.83,36913.24,05/11/2009,,
81601,CO,3.15,25794,05/11/2009,,
80302,CO,10.32,,10/01/2007,,
80301,CO,10.5,,01/01/2008,,
80302,CO,2,,01/01/2008,,
80302,CO,2,,07/01/2007,,
80302,CO,2,,02/01/2008,,
80305,CO,2.24,,04/01/2008,,
80305,CO,3,,05/01/2007,,
80304,CO,5,,04/01/2008,,
80304,CO,2,,10/01/2007,,
80304,CO,3,,01/01/2007,,
80304,CO,3.01,,06/01/2007,,
80304,CO,3,,08/01/2007,,
80304,CO,4,,07/01/2007,,
80304,CO,2,,07/01/2007,,
80304,CO,3,,03/01/2008,,
80304,CO,3,,05/01/2007,,
80304,CO,3,,10/01/2007,,
80304,CO,4,,10/01/2007,,
80304,CO,3.6,,10/01/2007,,
80304,CO,10,,01/01/2007,,
80304,CO,3,,06/01/2008,,
81211,CO,2.7,29299,04/30/2009,,
81211,CO,2.7,29938,04/30/2009,,
80302,CO,9,,11/01/2007,,
80303,CO,3,,05/01/2007,,
80304,CO,4,,04/01/2008,,
80304,CO,2.9,,01/01/2008,,
80305,CO,2,,12/01/2007,,
80305,CO,9.9,,11/01/2007,,
80305,CO,5.61,,04/01/2008,,
80305,CO,3,,01/01/2008,,
80303,CO,5,,06/01/2008,,
80303,CO,4.3,,03/01/2008,,
80304,CO,6.05,,07/01/2007,,
80301,CO,10.5,,03/01/2008,,
80305,CO,2.4,,11/01/2007,,
80302,CO,3.33,,03/01/2008,,
80301,CO,30,,10/01/2007,,
80303,CO,5,,05/01/2007,,
80304,CO,3,,07/01/2007,,
80302,CO,2,,03/01/2007,,
80304,CO,2,,02/01/2008,,
80302,CO,9,,06/01/2008,,
80305,CO,4,,09/01/2007,,
80302,CO,1.6,,05/01/2008,,
80304,CO,1,,12/01/2007,,
80304,CO,7,,05/01/2008,,
80304,CO,3,,03/01/2007,,
80304,CO,4.51,,04/01/2008,,
80304,CO,4,,01/01/2007,,
80304,CO,3.5,,08/01/2007,,
80304,CO,3.4,,02/01/2007,,
80303,CO,4,,05/01/2008,,
80301,CO,28,,05/01/2007,,
80301,CO,2,,01/01/2007,,
80305,CO,4.49,,06/01/2007,,
80305,CO,3,,04/01/2007,,
80303,CO,7,,03/01/2008,,
80303,CO,7,,06/01/2008,,
80302,CO,1.5,,06/01/2008,,
80203,CO,4.14,28870,06/22/2009,,
80303,CO,4.5,,08/01/2007,,
80302,CO,9.6,,10/01/2007,,
80302,CO,3.2,,10/01/2007,,
80303,CO,3.28,,06/01/2008,,
80303,CO,2.87,,06/01/2007,,
80303,CO,4,,03/01/2008,,
80304,CO,5.7,,10/01/2007,,
80304,CO,4.8,,01/01/2008,,
80303,CO,4,,01/01/2007,,
80304,CO,9.66,,06/01/2008,,
80303,CO,2.45,,07/01/2007,,
80304,CO,2.3,,11/01/2007,,
80304,CO,3.36,,10/01/2007,,
80304,CO,3,,11/01/2007,,
80304,CO,3.51,,05/01/2008,,
80304,CO,6.15,,06/01/2007,,
80303,CO,2.1,,02/01/2008,,
80304,CO,4,,02/01/2008,,
80303,CO,5.6,,06/01/2007,,
80304,CO,7.31,,05/01/2007,,
80305,CO,4.41,,10/01/2007,,
80304,CO,5.25,,10/01/2007,,
80304,CO,4,,05/01/2007,,
80305,CO,5,,03/01/2007,,
80305,CO,5.6,,09/01/2007,,
80302,CO,34.4,,07/01/2007,,
80304,CO,4,,01/01/2008,,
80302,CO,2,,05/01/2007,,
80027,CO,6.45,47754,05/28/2009,,
80304,CO,11,,01/01/2007,,
80305,CO,7.2,,08/01/2007,,
80305,CO,1.7,,06/01/2007,,
80303,CO,8.8,,06/01/2007,,
80301,CO,2,,02/01/2008,,
80304,CO,4.1,,08/01/2007,,
80304,CO,4.8,,09/01/2007,,
80303,CO,3.15,,01/01/2008,,
80304,CO,4.5,,12/01/2007,,
80305,CO,11,,02/01/2008,,
80304,CO,4,,03/01/2008,,
80304,CO,4.2,,08/01/2007,,
80304,CO,6.3,,12/01/2007,,
80305,CO,7,,08/01/2007,,
80302,CO,9.89,,07/01/2007,,
80304,CO,3.96,,09/01/2007,,
80304,CO,4.5,,05/01/2007,,
80305,CO,9,,03/01/2007,,
80304,CO,22.8,,12/01/2007,,
80304,CO,2.8,,01/01/2008,,
80304,CO,4.2,,09/01/2007,,
80302,CO,3.34,,03/01/2008,,
80304,CO,9.9,,06/01/2008,,
80304,CO,4,,03/01/2007,,
80302,CO,2.8,,01/01/2007,,
80302,CO,2.7,,04/01/2008,,
80305,CO,5.4,,05/01/2008,,
80305,CO,4.3,,09/01/2007,,
80304,CO,1.75,,06/01/2007,,
80304,CO,5.67,,11/01/2007,,
80303,CO,5,,08/01/2007,,
80305,CO,6.15,,09/01/2007,,
80304,CO,2.4,,05/01/2007,,
80304,CO,9.86,,09/01/2007,,
80305,CO,3,,03/01/2008,,
80304,CO,5,,05/01/2007,,
80304,CO,5,,08/01/2007,,
80304,CO,6.3,,04/01/2008,,
80302,CO,5,,12/01/2007,,
80305,CO,5.1,,05/01/2008,,
80305,CO,2.94,,05/01/2008,,
80305,CO,2,,02/01/2008,,
80304,CO,7.49,,03/01/2007,,
80301,CO,3,,06/01/2008,,
80304,CO,3.01,,11/01/2007,,
80304,CO,2.38,,06/01/2008,,
80304,CO,7.22,,12/01/2007,,
80305,CO,6.73,,06/01/2007,,
80303,CO,0.84,,02/01/2008,,
80305,CO,6.84,,06/01/2008,,
80305,CO,2.7,,03/01/2007,,
80303,CO,5,,04/01/2008,,
80305,CO,4.3,,04/01/2007,,
80304,CO,8,,08/01/2007,,
80304,CO,6.08,,04/01/2008,,
80305,CO,3.69,,01/01/2008,,
80304,CO,3.2,,02/01/2007,,
80305,CO,2,,03/01/2007,,
80304,CO,6,,10/01/2007,,
80301,CO,9,,05/01/2007,,
80304,CO,5.67,,08/01/2007,,
80302,CO,6,,07/01/2007,,
80304,CO,3.6,,09/01/2007,,
80305,CO,9.22,,06/01/2008,,
80305,CO,9,,11/01/2007,,
80305,CO,7,,07/01/2007,,
80305,CO,5,,04/01/2008,,
80228,CO,3.8,29587,01/15/2009,,
80303,CO,5.01,,06/01/2007,,
80302,CO,47.15,,01/01/2008,,
80304,CO,5,,10/01/2007,,
80305,CO,8,,05/01/2007,,
80304,CO,8,,07/01/2007,,
80302,CO,2.26,,06/01/2008,,
80305,CO,3,,04/01/2008,,
80302,CO,3,,04/01/2008,,
80302,CO,8,,07/01/2007,,
80301,CO,4.48,,05/01/2008,,
80304,CO,2,,06/01/2007,,
80304,CO,4.3,,04/01/2007,,
80305,CO,4,,10/01/2007,,
80303,CO,3,,04/01/2008,,
80304,CO,2.1,,07/01/2007,,
80302,CO,3,,10/01/2007,,
80302,CO,4,,04/01/2008,,
80302,CO,3,,06/01/2008,,
80305,CO,4,,08/01/2007,,
80304,CO,6.08,,05/01/2008,,
80303,CO,2,,02/01/2007,,
81211,CO,3.36,26244.95,05/26/2009,,
80302,CO,2,,03/01/2008,,
80303,CO,4,,03/01/2007,,
80305,CO,3.78,,10/01/2007,,
80304,CO,3.87,,06/01/2007,,
80302,CO,4.41,,05/01/2008,,
80305,CO,6,,08/01/2007,,
80305,CO,2.15,,06/01/2007,,
80304,CO,3,,04/01/2007,,
80304,CO,4.08,,11/01/2007,,
80305,CO,3.36,,08/01/2007,,
80305,CO,7.38,,03/01/2008,,
80304,CO,2.46,,03/01/2008,,
80304,CO,4.1,,04/01/2008,,
80304,CO,4,,02/01/2007,,
80305,CO,4,,11/01/2007,,
80301,CO,10.3,,02/01/2007,,
80304,CO,2,,05/01/2007,,
80304,CO,4,,06/01/2007,,
80303,CO,4,,07/01/2007,,
80303,CO,4.8,,07/01/2007,,
80305,CO,4.92,,10/01/2007,,
80304,CO,1.9,,07/01/2007,,
80305,CO,4.1,,06/01/2007,,
80304,CO,2.94,,09/01/2007,,
80304,CO,4,,09/01/2007,,
80302,CO,8.4,,06/01/2008,,
80304,CO,4.73,,11/01/2007,,
80305,CO,3.69,,08/01/2007,,
80304,CO,2,,03/01/2007,,
80304,CO,2.76,,03/01/2008,,
80304,CO,2,,04/01/2008,,
80304,CO,1.95,,03/01/2008,,
80303,CO,1.87,,04/01/2008,,
80304,CO,6,,06/01/2008,,
80303,CO,10.56,,06/01/2007,,
80304,CO,3,,01/01/2008,,
80301,CO,5.52,,04/01/2008,,
80304,CO,9.5,,06/01/2008,,
80302,CO,34.4,,03/01/2007,,
80304,CO,1.14,,05/01/2008,,
80304,CO,3.78,,05/01/2007,,
80304,CO,9.76,,02/01/2008,,
80304,CO,4.8,,02/01/2008,,
80305,CO,3.4,,01/01/2007,,
80305,CO,4,,05/01/2007,,
80303,CO,4.9,,06/01/2008,,
80304,CO,4.83,,06/01/2008,,
80302,CO,4,,10/01/2007,,
80304,CO,4.3,,07/01/2007,,
80304,CO,4.5,,04/01/2007,,
80304,CO,2.4,,09/01/2007,,
80303,CO,3.78,,07/01/2007,,
80301,CO,6.34,,06/01/2008,,
80304,CO,5.4,,06/01/2008,,
80302,CO,2,,04/01/2007,,
80304,CO,2.8,,02/01/2008,,
80302,CO,5.2,,08/01/2007,,
80301,CO,28,,10/01/2007,,
80301,CO,6.21,,03/01/2008,,
80305,CO,4.48,,04/01/2008,,
80301,CO,3,,11/01/2007,,
80305,CO,2,,06/01/2008,,
80302,CO,5.1,,06/01/2008,,
80304,CO,2.05,,08/01/2007,,
80305,CO,5,,08/01/2007,,
80304,CO,4.01,,05/01/2008,,
80304,CO,4.8,,11/01/2007,,
80302,CO,1.8,,05/01/2008,,
80301,CO,3.34,,06/01/2007,,
80305,CO,5.4,,06/01/2008,,
80305,CO,2,,04/01/2007,,
80304,CO,10,,09/01/2007,,
80305,CO,4.32,,05/01/2008,,
80304,CO,3.36,,06/01/2008,,
80304,CO,3,,04/01/2008,,
80304,CO,3.78,,02/01/2008,,
80303,CO,4,,12/01/2007,,
80301,CO,48,,02/01/2007,,
80301,CO,3,,04/01/2007,,
80303,CO,3,,03/01/2007,,
80305,CO,3.28,,06/01/2007,,
80304,CO,9.84,,01/01/2008,,
80304,CO,5.5,,10/01/2007,,
80304,CO,7.2,,02/01/2008,,
80304,CO,3,,02/01/2007,,
80304,CO,1,,01/01/2008,,
80304,CO,7,,05/01/2007,,
80304,CO,6,,01/01/2007,,
80305,CO,5,,07/01/2007,,
80304,CO,5,,03/01/2008,,
80305,CO,3.78,,06/01/2008,,
80301,CO,30,,04/01/2007,,
80304,CO,3.68,,03/01/2008,,
80303,CO,5,,02/01/2008,,
80303,CO,2,,06/01/2008,,
80304,CO,4,,12/01/2007,,
80304,CO,5,,04/01/2007,,
80305,CO,5.16,,02/01/2007,,
80302,CO,5.04,,02/01/2008,,
80304,CO,2.04,,03/01/2008,,
80302,CO,10.32,,08/01/2007,,
80304,CO,4.4,,03/01/2008,,
80304,CO,3.2,,06/01/2008,,
80302,CO,3.15,,06/01/2008,,
80027,CO,5.52,,10/22/2009,,
