Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=PA
19446,PA,6.44,53290.0,06/30/2010,,
19534,PA,5.52,38000.0,06/30/2010,,
19506,PA,5.74,38000.0,06/30/2010,,
15668,PA,5.04,34940.85,06/30/2010,,
16242,PA,10.0,71000.0,06/30/2010,,
19440,PA,6.075,44955.0,07/01/2010,,
17022,PA,3.15,22676.69,07/01/2010,,
17582,PA,8.4,47941.92,07/01/2010,,
17545,PA,10.08,59568.0,07/01/2010,,
17545,PA,6.72,39162.0,07/01/2010,,
17018,PA,5.04,31988.55,07/01/2010,,
18801,PA,2.52,18270.0,07/01/2010,,
19047,PA,6.02,41839.0,07/01/2010,,
19004,PA,9.2,65780.0,07/01/2010,,
17362,PA,10.08,63000.0,07/01/2010,,
17202,PA,3.36,27522.31,07/01/2010,,
17552,PA,40.32,211680.0,07/01/2010,,
19061,PA,5.98,43300.0,07/02/2010,,
18976,PA,10.12,74280.0,07/02/2010,,
19096,PA,3.01,24200.0,07/02/2010,,
16056,PA,10.12,59723.75,07/02/2010,,
15668,PA,3.6,30061.65,07/02/2010,,
16877,PA,8.28,59600.0,07/02/2010,,
19403,PA,8.1,58725.0,07/03/2010,,
19475,PA,5.67,41100.0,07/03/2010,,
18914,PA,10.08,70560.0,07/03/2010,,
18031,PA,3.51,23000.0,07/05/2010,,
18088,PA,5.376,35229.04,07/05/2010,,
19343,PA,8.46,49900.0,07/05/2010,,
15212,PA,3.22,20153.0,07/05/2010,,
18062,PA,6.3,44100.0,07/06/2010,,
17820,PA,6.075,42529.0,07/06/2010,,
17050,PA,7.0,49565.0,07/06/2010,,
17827,PA,5.075,33750.0,07/06/2010,,
17062,PA,10.08,58968.0,07/06/2010,,
18088,PA,10.08,70860.0,07/06/2010,,
18431,PA,10.125,56697.0,07/06/2010,,
19465,PA,10.12,88302.24,07/06/2010,,
19390,PA,5.805,36515.25,07/06/2010,,
17370,PA,10.08,66416.96,07/06/2010,,
18062,PA,3.6,25758.0,07/06/2010,,
17042,PA,5.04,29983.0,07/06/2010,,
17325,PA,7.14,46830.0,07/06/2010,,
19504,PA,5.04,20373.86,07/06/2010,,
19539,PA,8.05,52742.76,07/06/2010,,
16123,PA,4.2,35000.0,07/06/2010,,
18951,PA,4.3,27610.0,07/07/2010,,
17552,PA,6.72,47913.6,07/07/2010,,
19020,PA,5.52,45787.0,07/07/2010,,
19063,PA,5.95,38940.0,07/07/2010,,
19422,PA,4.752,43956.0,07/07/2010,,
19355,PA,14.62,117307.0,07/07/2010,,
19446,PA,8.61,52890.0,07/07/2010,,
19530,PA,6.75,43245.0,07/07/2010,,
19512,PA,3.87,31000.0,07/07/2010,,
19464,PA,5.16,46031.0,07/07/2010,,
17319,PA,8.28,53674.0,07/07/2010,,
16851,PA,5.52,34720.0,07/07/2010,,
16851,PA,5.52,37330.0,07/07/2010,,
18464,PA,9.9,58994.0,07/08/2010,,
18055,PA,10.08,72677.0,07/08/2010,,
17055,PA,7.74,60917.0,07/08/2010,,
18431,PA,3.15,24016.0,07/08/2010,,
18917,PA,7.98,57376.0,07/08/2010,,
17552,PA,12.42,80730.0,07/09/2010,,
18088,PA,4.92,34617.0,07/09/2010,,
17545,PA,5.52,34850.44,07/09/2010,,
17603,PA,7.56,48700.0,07/09/2010,,
18078,PA,8.19,47395.96,07/09/2010,,
17815,PA,10.045,71995.0,07/09/2010,,
18976,PA,5.67,40190.0,07/09/2010,,
18947,PA,9.87,63392.0,07/09/2010,,
19047,PA,5.74,41000.0,07/09/2010,,
17015,PA,10.5,79875.0,07/09/2010,,
17324,PA,8.1,51975.0,07/09/2010,,
18657,PA,4.51,30995.0,07/09/2010,,
17112,PA,5.04,48499.0,07/09/2010,,
17112,PA,5.04,41116.0,07/09/2010,,
17112,PA,1.1,11620.0,07/12/2010,,
17545,PA,10.08,59658.0,07/12/2010,,
18603,PA,9.72,59346.43,07/12/2010,,
17112,PA,6.6,43186.0,07/12/2010,,
19422,PA,10.08,86475.2,07/12/2010,,
18940,PA,3.36,21490.0,07/12/2010,,
19002,PA,6.21,48753.0,07/12/2010,,
19335,PA,7.74,47213.75,07/12/2010,,
19380,PA,3.87,23573.25,07/12/2010,,
19040,PA,6.0,57420.0,07/12/2010,,
19508,PA,10.08,69056.0,07/12/2010,,
17019,PA,5.98,38770.0,07/12/2010,,
17350,PA,13.44,81842.96,07/12/2010,,
15235,PA,2.1,16000.0,07/12/2010,,
17519,PA,10.08,65000.0,07/13/2010,,
18092,PA,6.9,50696.0,07/13/2010,,
18066,PA,10.8,77699.84,07/13/2010,,
17015,PA,13.16,86480.0,07/13/2010,,
18103,PA,5.17,35297.0,07/13/2010,,
18062,PA,2.52,22575.0,07/13/2010,,
19067,PA,6.15,52760.4,07/13/2010,,
18901,PA,45.12,322868.8,07/13/2010,,
18091,PA,6.815,43606.0,07/13/2010,,
17050,PA,5.28,28500.0,07/13/2010,,
17579,PA,10.08,57600.0,07/14/2010,,
17821,PA,6.9,50000.0,07/14/2010,,
18433,PA,2.53,11264.64,07/14/2010,,
18017,PA,9.975,59351.25,07/14/2010,,
18944,PA,11.0,64310.64,07/14/2010,,
17552,PA,10.35,70380.0,07/14/2010,,
17756,PA,9.2,81670.0,07/14/2010,,
17827,PA,6.65,43225.0,07/14/2010,,
18034,PA,5.17,33800.0,07/14/2010,,
17961,PA,10.0,60948.0,07/14/2010,,
19363,PA,8.28,57546.0,07/14/2010,,
15227,PA,3.68,20163.0,07/14/2010,,
18045,PA,7.59,52800.0,07/14/2010,,
18201,PA,11.34,90880.0,07/15/2010,,
17112,PA,4.0,20400.0,07/15/2010,,
17554,PA,2.53,21295.0,07/15/2010,,
17579,PA,7.0,43750.0,07/15/2010,,
17601,PA,4.6,34887.0,07/15/2010,,
17557,PA,4.37,36456.0,07/15/2010,,
17040,PA,10.12,51450.0,07/15/2010,,
17040,PA,10.12,51450.0,07/15/2010,,
19473,PA,9.84,81564.57,07/15/2010,,
19020,PA,9.66,70929.0,07/15/2010,,
19382,PA,2.99,24808.0,07/15/2010,,
17601,PA,9.89,70484.4,07/16/2010,,
18360,PA,4.7,41750.0,07/16/2010,,
19608,PA,7.14,41316.0,07/16/2010,,
18322,PA,3.24,22275.0,07/16/2010,,
19123,PA,4.14,22184.0,07/16/2010,,
19333,PA,7.56,52451.52,07/16/2010,,
17038,PA,7.15,48470.1,07/16/2010,,
17350,PA,9.66,62765.02,07/16/2010,,
18042,PA,9.9,65700.0,07/16/2010,,
15329,PA,3.2,37650.0,07/16/2010,,
17604,PA,13.5,98550.0,07/19/2010,,
17824,PA,10.35,69037.0,07/19/2010,,
18235,PA,15.51,118000.0,07/19/2010,,
17815,PA,10.08,63574.56,07/19/2010,,
17777,PA,6.9,43617.0,07/19/2010,,
18901,PA,3.6,27074.0,07/19/2010,,
19403,PA,5.67,40890.0,07/19/2010,,
19468,PA,5.04,35870.0,07/19/2010,,
17402,PA,10.08,66711.36,07/19/2010,,
18014,PA,5.52,43519.0,07/19/2010,,
17055,PA,5.8,40359.0,07/20/2010,,
17111,PA,9.68,59420.0,07/20/2010,,
17821,PA,4.6,28902.0,07/20/2010,,
19311,PA,3.168,18657.0,07/20/2010,,
19317,PA,10.568,67284.0,07/20/2010,,
19125,PA,3.08,17248.0,07/20/2010,,
19125,PA,3.08,17248.0,07/20/2010,,
17053,PA,2.52,16380.0,07/20/2010,,
18301,PA,4.6,43600.0,07/20/2010,,
17349,PA,5.88,36750.0,07/20/2010,,
17032,PA,7.36,48110.0,07/20/2010,,
18103,PA,10.752,68812.8,07/21/2010,,
18104,PA,4.9,25189.0,07/21/2010,,
17022,PA,10.08,64023.76,07/21/2010,,
18969,PA,13.8,98946.0,07/21/2010,,
17747,PA,2.94,15875.0,07/21/2010,,
15237,PA,9.72,70780.0,07/21/2010,,
18901,PA,4.2,38556.0,07/21/2010,,
19540,PA,4.7,26518.0,07/21/2010,,
17202,PA,10.8,75060.0,07/21/2010,,
18080,PA,4.3,30745.0,07/22/2010,,
17538,PA,2.64,20910.0,07/22/2010,,
17025,PA,8.1,53055.0,07/22/2010,,
17901,PA,3.28,25440.0,07/22/2010,,
17509,PA,6.3,40950.0,07/22/2010,,
17036,PA,10.08,55440.0,07/22/2010,,
17112,PA,3.22,21754.96,07/22/2010,,
19425,PA,3.136,24774.0,07/22/2010,,
19362,PA,6.58,48206.0,07/22/2010,,
18938,PA,45.36,265038.0,07/22/2010,,
18938,PA,8.82,56713.0,07/22/2010,,
19125,PA,3.08,17248.0,07/22/2010,,
18974,PA,4.14,27078.0,07/22/2010,,
19070,PA,4.3,36550.0,07/22/2010,,
17033,PA,8.8,49896.0,07/22/2010,,
18091,PA,4.6,32980.0,07/22/2010,,
17532,PA,5.94,34452.0,07/23/2010,,
18073,PA,4.55,27887.5,07/23/2010,,
19440,PA,8.2,46740.0,07/23/2010,,
17315,PA,1.84,18340.0,07/23/2010,,
18064,PA,4.725,36432.0,07/23/2010,,
19025,PA,5.06,35420.0,07/24/2010,,
18810,PA,10.08,65000.0,07/25/2010,,
17552,PA,113.4,544320.0,07/26/2010,,
17566,PA,10.26,57700.0,07/26/2010,,
17555,PA,10.34,67210.4,07/26/2010,,
17522,PA,6.93,43700.0,07/26/2010,,
17050,PA,7.56,49140.0,07/26/2010,,
17023,PA,5.04,32760.0,07/26/2010,,
18974,PA,10.08,61528.0,07/26/2010,,
19475,PA,5.04,38125.72,07/26/2010,,
19002,PA,34.944,205049.0,07/26/2010,,
19002,PA,16.8,144672.0,07/26/2010,,
17532,PA,7.56,46100.0,07/27/2010,,
17013,PA,6.12,38405.0,07/27/2010,,
17543,PA,10.62,60400.75,07/27/2010,,
19355,PA,5.98,43056.0,07/27/2010,,
17301,PA,4.2,31336.3,07/27/2010,,
17350,PA,60.48,302400.0,07/27/2010,,
18360,PA,7.05,50000.0,07/28/2010,,
18031,PA,7.7,47250.0,07/28/2010,,
17112,PA,7.2,42350.0,07/28/2010,,
17036,PA,10.44,58910.5,07/28/2010,,
17112,PA,7.2,42350.0,07/28/2010,,
17551,PA,98.7,492513.0,07/28/2010,,
17363,PA,6.97,51095.0,07/28/2010,,
17601,PA,4.945,39560.0,07/28/2010,,
17015,PA,6.16,39100.0,07/28/2010,,
19406,PA,21.0,162750.0,07/28/2010,,
19128,PA,2.115,18032.0,07/28/2010,,
19064,PA,4.32,27210.0,07/28/2010,,
18938,PA,6.72,52875.0,07/28/2010,,
19422,PA,10.105,65177.25,07/28/2010,,
19464,PA,5.52,31980.0,07/28/2010,,
17078,PA,7.36,48124.0,07/28/2010,,
17402,PA,9.84,79495.0,07/28/2010,,
16511,PA,6.21,35601.01,07/28/2010,,
17557,PA,5.4,31700.0,07/29/2010,,
18344,PA,2.76,22792.0,07/29/2010,,
17048,PA,11.76,66938.0,07/29/2010,,
17601,PA,6.3,37700.0,07/29/2010,,
17545,PA,8.4,47941.92,07/29/2010,,
17543,PA,9.9,57500.0,07/29/2010,,
19047,PA,6.75,43875.0,07/29/2010,,
19006,PA,10.08,73100.0,07/29/2010,,
19341,PA,4.8,39501.0,07/29/2010,,
18977,PA,24.51,156864.0,07/29/2010,,
19465,PA,5.04,34332.0,07/29/2010,,
19040,PA,7.65,61623.0,07/29/2010,,
17078,PA,7.14,62938.0,07/29/2010,,
18074,PA,5.52,33120.0,07/29/2010,,
17067,PA,7.59,47570.0,07/29/2010,,
19567,PA,10.34,71863.0,07/29/2010,,
17327,PA,7.56,45064.96,07/29/2010,,
17073,PA,3.6,35355.0,07/30/2010,,
17015,PA,7.2,44640.0,07/30/2010,,
17582,PA,3.22,21933.0,07/30/2010,,
17509,PA,19.035,127153.7,07/30/2010,,
17545,PA,20.7,132894.0,07/30/2010,,
17566,PA,5.4,37530.0,07/30/2010,,
17501,PA,10.58,65000.0,07/30/2010,,
17859,PA,3.69,28995.0,07/30/2010,,
19425,PA,15.75,112927.5,07/30/2010,,
19446,PA,7.02,42471.0,07/30/2010,,
17322,PA,10.12,68500.0,07/30/2010,,
19530,PA,9.9,64000.0,07/30/2010,,
19533,PA,11.04,101112.0,07/30/2010,,
17356,PA,8.14,62100.0,07/30/2010,,
17078,PA,10.25,69995.0,07/30/2010,,
17019,PA,1.52,12244.0,07/30/2010,,
17202,PA,24.15,148522.0,07/30/2010,,
18328,PA,5.4,37800.0,07/30/2010,,
17406,PA,200.33,1083750.0,07/30/2010,,
17047,PA,144.9,960680.0,08/02/2010,,
18049,PA,7.2,47550.0,08/02/2010,,
17837,PA,10.12,58374.0,08/02/2010,,
17837,PA,7.56,38934.0,08/02/2010,,
19149,PA,3.675,28481.25,08/02/2010,,
19149,PA,5.075,34256.25,08/02/2010,,
19350,PA,4.83,38000.0,08/02/2010,,
19460,PA,7.175,35227.0,08/02/2010,,
17067,PA,9.68,59200.0,08/02/2010,,
17356,PA,11.76,66786.91,08/02/2010,,
18704,PA,3.69,26995.0,08/03/2010,,
17878,PA,12.96,83790.0,08/03/2010,,
17878,PA,12.6,74740.0,08/03/2010,,
18078,PA,7.14,60290.84,08/03/2010,,
18407,PA,7.99,48318.0,08/03/2010,,
17545,PA,4.2,19950.0,08/03/2010,,
17960,PA,10.08,63249.88,08/03/2010,,
17820,PA,10.34,63557.0,08/03/2010,,
18436,PA,4.51,32995.0,08/03/2010,,
18704,PA,4.51,31995.0,08/03/2010,,
19047,PA,4.14,25813.0,08/03/2010,,
19134,PA,3.36,23550.0,08/03/2010,,
19544,PA,7.92,50650.0,08/03/2010,,
17019,PA,7.2,43330.0,08/03/2010,,
17403,PA,6.9,35880.0,08/03/2010,,
15042,PA,2.52,18900.0,08/03/2010,,
17837,PA,9.84,55200.0,08/03/2010,,
17201,PA,6.9,45120.0,08/03/2010,,
17019,PA,6.0,36771.0,08/03/2010,,
17551,PA,10.08,58500.0,08/03/2010,,
17552,PA,23.52,123480.0,08/03/2010,,
17552,PA,60.48,309657.0,08/03/2010,,
17543,PA,202.86,1190700.0,08/04/2010,,
18360,PA,43.2,304517.0,08/04/2010,,
17601,PA,5.04,29983.55,08/04/2010,,
17015,PA,10.92,65480.56,08/04/2010,,
17557,PA,4.92,34617.0,08/04/2010,,
18966,PA,3.36,23889.0,08/04/2010,,
19025,PA,8.28,68224.0,08/04/2010,,
19365,PA,3.6,22545.6,08/04/2010,,
18966,PA,4.6,39100.0,08/04/2010,,
19406,PA,7.2,41367.0,08/04/2010,,
19390,PA,4.83,29844.0,08/04/2010,,
18014,PA,9.8,58000.0,08/04/2010,,
17350,PA,5.98,41500.0,08/04/2010,,
19506,PA,9.66,47594.0,08/04/2010,,
17356,PA,5.88,34141.1,08/04/2010,,
19529,PA,8.82,50224.0,08/04/2010,,
19512,PA,8.64,60480.0,08/04/2010,,
17046,PA,6.09,39585.0,08/04/2010,,
17554,PA,31.5,158500.0,08/05/2010,,
17584,PA,5.98,37900.0,08/05/2010,,
17015,PA,10.08,59009.0,08/05/2010,,
18073,PA,4.3,36400.0,08/05/2010,,
17543,PA,248.4,1153680.0,08/05/2010,,
17055,PA,10.81,58914.5,08/05/2010,,
19320,PA,20.24,113740.0,08/05/2010,,
19147,PA,1.8,13500.0,08/05/2010,,
18824,PA,7.755,63600.0,08/05/2010,,
17601,PA,9.66,58800.0,08/06/2010,,
18969,PA,10.44,70188.0,08/06/2010,,
17747,PA,5.52,36722.0,08/06/2010,,
19341,PA,197.12,1074311.43,08/06/2010,,
19130,PA,3.36,26208.0,08/06/2010,,
19126,PA,2.665,20680.0,08/06/2010,,
19143,PA,2.94,23413.0,08/06/2010,,
19428,PA,6.0,45960.0,08/06/2010,,
16875,PA,9.66,67280.0,08/06/2010,,
18428,PA,5.06,38456.0,08/07/2010,,
17827,PA,5.075,33750.0,08/09/2010,,
18229,PA,2.87,19995.0,08/09/2010,,
19426,PA,5.67,41499.0,08/09/2010,,
19344,PA,2.76,22680.0,08/09/2010,,
19342,PA,9.6,59220.0,08/09/2010,,
19061,PA,6.24,40580.0,08/09/2010,,
17366,PA,4.928,25960.0,08/09/2010,,
19547,PA,5.88,41160.0,08/09/2010,,
18202,PA,26.65,200709.0,08/10/2010,,
17821,PA,9.45,56984.0,08/10/2010,,
17036,PA,10.85,63182.5,08/10/2010,,
17603,PA,6.72,41967.92,08/10/2010,,
17516,PA,8.4,65640.0,08/10/2010,,
17584,PA,10.92,56639.64,08/10/2010,,
17552,PA,7.56,52900.0,08/10/2010,,
17032,PA,10.08,65520.0,08/10/2010,,
19342,PA,8.05,56130.0,08/10/2010,,
18901,PA,10.08,62030.0,08/10/2010,,
19123,PA,4.05,31590.0,08/10/2010,,
19490,PA,8.46,40540.0,08/10/2010,,
17015,PA,9.72,58126.0,08/10/2010,,
19539,PA,3.22,21238.0,08/10/2010,,
15931,PA,4.725,38119.0,08/10/2010,,
17532,PA,4.41,33761.89,08/11/2010,,
18707,PA,9.9,67500.0,08/11/2010,,
18436,PA,5.4,38442.0,08/11/2010,,
17043,PA,5.04,30500.0,08/11/2010,,
18445,PA,9.72,59588.0,08/11/2010,,
18431,PA,10.8,55226.0,08/11/2010,,
19138,PA,11.48,105083.0,08/11/2010,,
18947,PA,9.18,58300.0,08/11/2010,,
19450,PA,9.84,58486.05,08/11/2010,,
17329,PA,5.06,35699.52,08/11/2010,,
19529,PA,10.08,73080.0,08/11/2010,,
15108,PA,5.52,32795.88,08/11/2010,,
18222,PA,5.4,39150.0,08/12/2010,,
17032,PA,5.88,35973.0,08/12/2010,,
17578,PA,6.3,37800.0,08/12/2010,,
17543,PA,9.18,53550.0,08/12/2010,,
18707,PA,5.52,34528.5,08/12/2010,,
17728,PA,10.08,58460.0,08/12/2010,,
18330,PA,10.32,69144.0,08/12/2010,,
19382,PA,10.8,75600.0,08/12/2010,,
19002,PA,8.1,54675.0,08/12/2010,,
19342,PA,10.105,62651.0,08/12/2010,,
19605,PA,4.725,31805.0,08/12/2010,,
17349,PA,9.0,56250.0,08/12/2010,,
17402,PA,3.78,34988.0,08/12/2010,,
18634,PA,8.61,61995.0,08/13/2010,,
17578,PA,303.6,1630332.0,08/13/2010,,
17098,PA,4.2,29820.0,08/13/2010,,
17857,PA,10.08,48720.84,08/13/2010,,
18249,PA,5.33,36995.0,08/13/2010,,
19465,PA,10.08,67166.96,08/13/2010,,
19425,PA,10.08,83066.73,08/13/2010,,
19426,PA,8.61,60156.28,08/13/2010,,
19401,PA,7.2,42120.0,08/13/2010,,
19003,PA,3.01,29095.0,08/13/2010,,
17325,PA,16.8,106926.0,08/13/2010,,
17057,PA,6.15,43995.0,08/13/2010,,
17202,PA,12.65,56900.0,08/13/2010,,
15301,PA,3.584,24000.0,08/13/2010,,
17327,PA,3.36,25872.0,08/13/2010,,
18636,PA,19.8,130000.0,08/15/2010,,
19063,PA,4.1,28700.0,08/16/2010,,
19125,PA,3.93,33573.0,08/16/2010,,
17013,PA,5.06,31625.0,08/17/2010,,
17036,PA,3.6,20900.0,08/17/2010,,
17557,PA,59.22,339927.68,08/17/2010,,
18062,PA,5.16,39328.27,08/17/2010,,
17532,PA,6.345,38000.0,08/17/2010,,
18020,PA,6.58,41787.0,08/17/2010,,
18103,PA,3.995,30741.0,08/17/2010,,
19008,PA,4.3,32850.0,08/17/2010,,
19320,PA,9.84,76861.53,08/17/2010,,
19426,PA,9.9,62700.0,08/17/2010,,
19438,PA,7.13,42780.0,08/17/2010,,
17331,PA,5.2,34574.65,08/17/2010,,
19522,PA,10.56,75024.08,08/17/2010,,
18426,PA,10.34,70800.0,08/18/2010,,
17532,PA,10.08,73400.0,08/18/2010,,
19382,PA,11.04,68390.0,08/18/2010,,
17046,PA,11.04,67896.0,08/18/2010,,
17406,PA,4.935,33720.0,08/18/2010,,
19426,PA,7.56,55505.83,08/18/2010,,
17551,PA,5.04,30240.0,08/18/2010,,
15367,PA,4.0,21737.36,08/18/2010,,
17543,PA,3.36,21732.05,08/19/2010,,
17512,PA,10.08,65947.48,08/19/2010,,
17603,PA,9.24,54078.0,08/19/2010,,
19380,PA,4.032,30170.0,08/19/2010,,
19473,PA,9.45,63787.0,08/19/2010,,
18966,PA,8.736,58000.0,08/19/2010,,
19438,PA,6.93,46916.0,08/19/2010,,
19130,PA,3.69,24981.0,08/19/2010,,
19426,PA,7.52,47000.0,08/19/2010,,
19380,PA,4.032,21490.04,08/19/2010,,
17356,PA,9.24,54246.07,08/19/2010,,
17356,PA,4.2,25523.9,08/19/2010,,
17078,PA,9.87,59893.63,08/19/2010,,
17257,PA,10.08,79885.0,08/19/2010,,
17022,PA,5.46,32139.17,08/20/2010,,
18081,PA,5.46,37775.0,08/20/2010,,
17856,PA,9.72,56376.0,08/20/2010,,
17111,PA,5.04,35784.0,08/20/2010,,
17015,PA,8.64,48625.0,08/20/2010,,
19428,PA,3.45,22942.5,08/20/2010,,
19320,PA,7.74,57676.0,08/20/2010,,
18062,PA,9.45,66150.0,08/22/2010,,
18445,PA,8.28,55566.0,08/23/2010,,
17368,PA,10.5,63712.96,08/23/2010,,
18951,PA,8.64,54676.0,08/23/2010,,
17403,PA,10.08,61522.86,08/23/2010,,
19460,PA,6.3,38936.0,08/23/2010,,
19355,PA,10.08,68200.0,08/23/2010,,
17003,PA,4.2,33530.0,08/23/2010,,
19526,PA,10.12,63501.0,08/23/2010,,
18417,PA,4.032,34300.0,08/23/2010,,
16947,PA,9.9,75500.0,08/23/2010,,
15136,PA,5.64,31371.0,08/23/2010,,
17032,PA,10.29,79645.0,08/24/2010,,
18067,PA,7.995,71626.0,08/24/2010,,
19129,PA,2.3,19528.0,08/24/2010,,
19070,PA,3.6,23372.16,08/24/2010,,
19382,PA,10.08,56952.0,08/24/2010,,
17363,PA,6.3,44100.0,08/24/2010,,
19555,PA,4.23,27200.0,08/24/2010,,
18801,PA,3.69,26995.0,08/24/2010,,
15005,PA,10.08,56084.0,08/24/2010,,
15044,PA,10.12,68898.7,08/24/2010,,
15329,PA,10.12,61674.0,08/24/2010,,
17837,PA,20.68,116523.0,08/24/2010,,
18411,PA,16.56,120060.0,08/25/2010,,
17566,PA,7.59,49335.0,08/25/2010,,
17522,PA,12.6,73710.0,08/25/2010,,
19540,PA,10.12,60870.0,08/25/2010,,
17543,PA,10.752,57200.0,08/25/2010,,
17241,PA,2.53,17610.96,08/25/2010,,
19464,PA,20.16,135072.0,08/25/2010,,
19047,PA,2.88,22270.0,08/25/2010,,
18062,PA,5.04,38025.0,08/25/2010,,
19526,PA,6.75,43250.0,08/25/2010,,
19540,PA,3.15,20157.92,08/25/2010,,
19518,PA,7.095,57293.74,08/25/2010,,
15236,PA,3.2,28584.35,08/25/2010,,
17846,PA,10.25,71626.0,08/26/2010,,
17562,PA,7.755,47900.0,08/26/2010,,
17527,PA,4.7,28200.0,08/26/2010,,
19348,PA,9.89,63580.51,08/26/2010,,
19355,PA,7.74,44737.2,08/26/2010,,
19006,PA,5.06,34000.0,08/26/2010,,
17201,PA,5.06,27000.0,08/26/2010,,
17026,PA,10.56,66750.0,08/26/2010,,
19529,PA,6.56,44995.0,08/26/2010,,
17019,PA,6.93,46411.76,08/26/2010,,
17518,PA,10.8,60700.0,08/27/2010,,
17801,PA,10.08,56450.0,08/27/2010,,
18431,PA,3.15,18977.0,08/27/2010,,
19073,PA,6.72,40580.0,08/27/2010,,
19063,PA,9.6,70513.0,08/27/2010,,
19320,PA,6.45,36840.53,08/27/2010,,
19612,PA,157.95,895055.5,08/27/2010,,
18013,PA,10.34,69795.0,08/27/2010,,
19533,PA,129.955,623784.0,08/27/2010,,
16421,PA,7.92,46200.0,08/27/2010,,
16801,PA,10.08,55944.0,08/27/2010,,
17545,PA,15.12,83527.2,08/29/2010,,
17579,PA,4.2,26193.63,08/29/2010,,
17745,PA,4.14,19872.0,08/29/2010,,
19507,PA,4.2,26193.63,08/29/2010,,
17584,PA,5.04,34700.0,08/30/2010,,
17339,PA,4.2,31513.0,08/30/2010,,
17602,PA,5.94,34200.0,08/30/2010,,
17339,PA,10.0,53000.0,08/30/2010,,
19111,PA,4.8,34440.0,08/30/2010,,
19352,PA,11.34,79380.0,08/30/2010,,
19096,PA,2.4,18180.0,08/30/2010,,
19382,PA,4.32,25910.0,08/30/2010,,
